Index,Menge,Teilenummer,Beschreibung,Kundenreferenz,Verfügbare Menge,Nachbestellmenge,Einheitspreis EUR,Gesamtpreis
 EUR,
1,1,2N3906CS-ND,TRANS PNP 40V TO-92,Q4,1,0,0,38000,0,38,
2,1,2N4124-ND,TRANS NPN 25V TO-92,Q1,1,0,0,38000,0,38,
3,1,3590S-2-103L-ND,POT 10K OHM 2W WIREWOUND LINEAR,R17 ALTERNATIV,1,0,12,34000,12,34,
4,3,M8184-ND,FIXED IND 18UH 195MA 3.1 OHM TH,L2,3,0,1,31000,3,93,
5,1,M8205-ND,FIXED IND 1MH 38MA 72 OHM TH,RFC2,1,0,1,62000,1,62,
6,1,M8183-ND,FIXED IND 15UH 205MA 2.8 OHM TH,L1,1,0,1,31000,1,31,
7,1,LM393NFS-ND,IC COMP DUAL LOW PWR 8DIP,U6,1,0,0,89000,0,89,
8,1,RNV14FAL15M0CT-ND,RES MF HV .25W 15M OHM 1% AXIAL,R4 ALTERNATIV,1,0,0,22000,0,22,
9,1,1N4755A-ND,DIODE ZENER 43V 1W DO41,D12,1,0,0,22000,0,22,
10,6,1N914FS-ND,DIODE GEN PURP 100V 200MA DO35,D1-D4, D 9, D11,6,0,0,09000,0,54,
11,1,497-10099-1-ND,IC REG LINEAR 8V 100MA TO92-3,U5,1,0,0,36000,0,36,
12,4,1N5817-TPCT-ND,DIODE SCHOTTKY 20V 1A DO41,D5 - D7, D10,4,0,0,35000,1,40,
13,6,490-8634-ND,CAP CER 10000PF 50V NP0 RADIAL,C5, C7, C19, C22, C48, C55,6,0,0,38000,2,28,
14,2,P19608CT-ND,CAP ALUM 100UF 20% 50V RADIAL,C27, C41,2,0,0,46000,0,92,
15,2,490-8680-ND,CAP CER 330PF 50V NP0 RADIAL,C45, C47,2,0,0,27000,0,54,
16,4,P19590CT-ND,CAP ALUM 10UF 20% 50V RADIAL,C26, C29, C42, C56,4,0,0,46000,1,84,
17,3,495-5055-1-ND,CAP FILM 0.1UF 5% 100VDC RADIAL,C20, C21, C28,3,0,0,27000,0,81,
18,1,490-8646-ND,CAP CER 150PF 50V NP0 RADIAL,C32,1,0,0,26000,0,26,
19,1,490-9132-1-ND,CAP CER 820PF 100V C0G/NP0 RAD,C46,1,0,0,29000,0,29,
20,3,490-8706-ND,CAP CER 5PF 50V NP0 RADIAL,C4, C31, C37,3,0,0,28000,0,84,
21,3,P15834CT-ND,CAP ALUM 2.2UF 20% 50V RADIAL,C15, C23, C30,3,0,0,21000,0,63,
22,1,490-8960-1-ND,CAP CER 100PF 50V C0G/NP0 RADIAL,C38,1,0,0,28000,0,28,
23,3,490-9110-1-ND,CAP CER 47PF 100V C0G/NP0 RADIAL,C4, C14, C49,3,0,0,26000,0,78,
24,10,20QBK-ND,RES 20 OHM 1/4W 5% AXIAL,R12,10,0,0,05200,0,52,
25,10,CF14JT100RCT-ND,RES 100 OHM 1/4W 5% AXIAL,R14, R25,10,0,0,03400,0,34,
26,10,510QBK-ND,RES 510 OHM 1/4W 5% AXIAL,R10, R11, R15,10,0,0,05200,0,52,
27,10,CF14JT47K0CT-ND,RES 47K OHM 1/4W 5% AXIAL,R7, R9, R19, R21,10,0,0,03400,0,34,
28,10,CF14JT4M70CT-ND,RES 4.7M OHM 1/4W 5% AXIAL,R6,10,0,0,03400,0,34,
29,10,CF14JT8M20CT-ND,RES 8.2M OHM 1/4W 5% AXIAL,R4,10,0,0,03400,0,34,
30,10,CF14JT1K00CT-ND,RES 1K OHM 1/4W 5% AXIAL,R18,10,0,0,03400,0,34,
31,10,CF14JT1K80CT-ND,RES 1.8K OHM 1/4W 5% AXIAL,R1, R22, R23,10,0,0,03400,0,34,
32,10,CF14JT4K70CT-ND,RES 4.7K OHM 1/4W 5% AXIAL,R20,10,0,0,03400,0,34,
33,10,CF14JT150KCT-ND,RES 150K OHM 1/4W 5% AXIAL,R3, R24,10,0,0,03400,0,34,
34,1,445-173396-1-ND,CAP CER 0.1UF 50V C0G RADIAL,CZ,1,0,0,66000,0,66,
35,10,490-8672-ND,CAP CER 270PF 50V NP0 RADIAL,C9 - C13, C18, C35,10,0,0,18700,1,87,
36,10,445-173397-1-ND,CAP CER 0.047UF 50V C0G RADIAL,C3, C8, C33, C36, C43, C44, C54, C57,10,0,0,42100,4,21,
37,10,CF14JT10R0CT-ND,RES 10 OHM 1/4W 5% AXIAL,RZ,10,0,0,03400,0,34,
38,2,987-1309-ND,POT 1K OHM 1/5W PLASTIC LINEAR,R2, R16,2,0,0,65000,1,30,
39,1,987-1308-ND,POT 10K OHM 1/5W PLASTIC LINEAR,R17,1,0,0,65000,0,65,
40,25,CF14JT2M20CT-ND,RES 2.2M OHM 1/4W 5% AXIAL,R5A - MATCH THESE,25,0,0,02480,0,62,
